URL,Poet Name,Birth Year,Death Year,Extra Info
/wiki/Gy%C3%B6rgy_Csan%C3%A1dy,György Csanády,1895,1952,"György Csanády (1895–1952), Hungarian poet and journalist"
/wiki/S%C3%A1ndor_Cso%C3%B3ri,Sándor Csoóri,1930,2016,"Sándor Csoóri (1930–2016), Hungarian poet, essayist and politician"
/wiki/Cui_Hao_(poet),Cui Hao,704,754,"Cui Hao (c. 704–754), Tang Dynasty Chinese poet"
/wiki/Countee_Cullen,Countee Cullen,1903,1946,"Countee Cullen (1903–1946), American poet"
/wiki/Necati_Cumal%C4%B1,Necati Cumalı,1921,2001,"Necati Cumalı (1921–2001), Turkish writer of fiction writer, essayist, and poet"
/wiki/E._E._Cummings,E. E. Cummings,1894,1962,"E. E. Cummings (1894–1962), American poet, essayist and playwright"
/wiki/Allan_Cunningham_(author),Allan Cunningham,1784,1842,"Allan Cunningham (1784–1842), Scottish poet and author"
/wiki/James_Vincent_Cunningham,James Vincent Cunningham,1911,1985,"James Vincent Cunningham (1911–1985), American poet, literary critic, and teacher"
/wiki/Allen_Curnow,Allen Curnow,1911,2001,"Allen Curnow (1911–2001), New Zealand poet and journalist"
/wiki/Ivor_Cutler,Ivor Cutler,1923,2006,"Ivor Cutler (1923–2006), Scottish poet, songwriter, and humorist"
/wiki/J%C3%B3zef_Czechowicz,Józef Czechowicz,1903,1939,"Józef Czechowicz (1903–1939), Polish poet"
/wiki/Gergely_Czuczor,Gergely Czuczor,1800,1866,"Gergely Czuczor (1800–1866), Hungarian poet, monk and academic"
/wiki/Tytus_Czy%C5%BCewski,Tytus Czyżewski,1880,1945,"Tytus Czyżewski (1880–1945), Polish poet, playwright and painter"
/wiki/Dalpatram,Dalpatram,1820,1898,"Dalpatram (Dalpatram Dahyabhai Travadi), (1820–1898), Indian Gujarati language poet"
/wiki/Roque_Dalton,Roque Dalton,1935,1975,"Roque Dalton (1935–1975), Salvadoran poet"
/wiki/Sapardi_Djoko_Damono,Sapardi Djoko Damono,1940,unknown,"Sapardi Djoko Damono (born 1940), Indonesian poet"
/wiki/Samuel_Daniel,Samuel Daniel,1562,1619,"Samuel Daniel (1562–1619), English poet and historian"
/wiki/David_Daniels_(poet),David Daniels,1933,2008,"David Daniels (1933–2008), American visual poet"
/wiki/Jeffrey_Daniels_(author),Jeffrey Daniels,unknown,unknown,"Jeffrey Daniels, African-American poet"
/wiki/Thomas_of_Britain,Thomas d'Angleterre,unknown,unknown,"Thomas d'Angleterre, 12th-century poet writing in Old French"
/wiki/Gabriele_D%27Annunzio,Gabriele D'Annunzio,1863,1938,"Gabriele D'Annunzio (1863–1938), Italian poet, journalist, novelist, and dramatist"
/wiki/Hugh_Antoine_d%27Arcy,Hugh Antoine d'Arcy,1843,1925,"Hugh Antoine d'Arcy (1843–1925), French-born poet, writer and film executive"
/wiki/Rub%C3%A9n_Dar%C3%ADo,Rubén Darío,1867,1916,"Rubén Darío (1867–1916), Nicaraguan poet who initiated modernismo"
/wiki/Keki_N._Daruwalla,Keki Daruwalla,1937,unknown,"Keki Daruwalla (born 1937), Indian poet and short story writer in English"
/wiki/Erasmus_Darwin,Erasmus Darwin,1731,1802,"Erasmus Darwin (1731–1802), English poet and herbalist"
/wiki/Mahmoud_Darwish,Mahmoud Darwish,1941,2008,"Mahmoud Darwish (1941–2008), Palestinian poet and author"
/wiki/Elizabeth_Daryush,Elizabeth Daryush,1887,1977,"Elizabeth Daryush (1887–1977), English poet; daughter of Robert Bridges"
/wiki/Jibanananda_Das,Jibanananda Das,1899,1954,"Jibanananda Das (1899–1954), Bengali poet and author"
/wiki/Petter_Dass,Petter Dass,unknown,1707,"Petter Dass (died 1707), Norwegian poet"
/wiki/Ren%C3%A9_Daumal,René Daumal,1908,1944,"René Daumal (1908–1944), French para-surrealist writer and poet"
/wiki/Jean_Daurat,Jean Daurat,1508,1588,"Jean Daurat (1508–1588), French poet, scholar and 'La Pléiade member "
/wiki/William_Davenant,William Davenant,1606,1668,"William Davenant (1606–1668), English poet and playwright"
/wiki/Guy_Davenport,Guy Davenport,1927,2005,"Guy Davenport (1927–2005), American writer, translator and illustrator"
/wiki/Donald_Davidson_(poet),Donald Davidson,1893,1968,"Donald Davidson (1893–1968) American poet, essayist and critic"
/wiki/John_Davidson_(poet),John Davidson,1857,1909,"John Davidson (1857–1909), Scottish balladeer, playwright and novelist"
/wiki/Lucretia_Maria_Davidson,Lucretia Maria Davidson,1808,1825,"Lucretia Maria Davidson (1808–1825), American poet"
/wiki/Donald_Davie,Donald Davie,1922,1995,"Donald Davie (1922–1995), English poet and critic"
/wiki/Alan_Davies_(poet),Alan Davies,1951,unknown,"Alan Davies (born 1951), American poet, critic and editor"
/wiki/Hugh_Sykes_Davies,Hugh Sykes Davies,1909,1984,"Hugh Sykes Davies (1909–1984), English poet, novelist and communist"
/wiki/Sir_John_Davies,Sir John Davies,1569,1626,"Sir John Davies (1569–1626), English poet, lawyer and politician"
/wiki/W._H._Davies,W. H. Davies,1871,1940,"W. H. Davies (1871–1940), Welsh poet and writer"
/wiki/Jon_Davis_(poet),Jon Davis,unknown,unknown,"Jon Davis, American poet"
/wiki/Edward_Davison_(poet),Edward Davison,1898,1970,"Edward Davison (1898–1970), Scottish-American poet and critic; father of poet Peter Davison"
/wiki/Peter_Davison_(poet),Peter Davison,1928,2004,"Peter Davison, (1928–2004), American poet, essayist and editor; son of poet Edward Davison"
/wiki/Denis_Davydov,Denis Davydov,1784,1839,"Denis Davydov (1784–1839), Russian soldier-poet of Napoleonic Wars"
/wiki/Dayaram,Dayaram,1777,1853,"Dayaram (1777–1853), Gujarati language poet"
/wiki/G%C3%A1bor_Dayka,Gábor Dayka,1769,1796,"Gábor Dayka (1769–1796), Hungarian poet"
/wiki/Cecil_Day-Lewis,Cecil Day-Lewis,1904,1972,"Cecil Day-Lewis (1904–1972), Anglo-Irish poet; UK Poet Laureate 1968–1972"
/wiki/James_Deahl,James Deahl,1945,unknown,"James Deahl (born 1945), Canadian poet and publisher"
/wiki/Aurora_de_Albornoz,Aurora de Albornoz,1926,1990,"Aurora de Albornoz (1926–1990), Spanish poet"
/wiki/Dulcie_Deamer,Dulcie Deamer,1890,1972,"Dulcie Deamer (1890–1972), Australian poet and novelist"
/wiki/John_F._Deane,John F. Deane,1943,unknown,"John F. Deane (born 1943), Irish poet and novelist"
/wiki/Ale%C5%A1_Debeljak,Aleš Debeljak,1961,2016,"Aleš Debeljak (1961–2016), Slovenian critic, poet and essayist"
/wiki/Jean_Louis_De_Esque,Jean Louis De Esque,1879,1956,"Jean Louis De Esque (1879–1956), American poet and author"
/wiki/Madeline_DeFrees,Madeline DeFrees,1919,unknown,"Madeline DeFrees (born 1919), American poet"
/wiki/Jacek_Dehnel,Jacek Dehnel,1980,unknown,"Jacek Dehnel (born 1980), Polish poet, translator and painter"
/wiki/Thomas_Dekker_(writer),Thomas Dekker,1572,1641,"Thomas Dekker (1572–1641), English Elizabethan dramatist and pamphleteer"
/wiki/Sor_Juana_In%C3%A9s_de_la_Cruz,Sor Juana Inés de la Cruz,1651,1695,"Sor Juana Inés de la Cruz (1651–1695), Mexican poet"
/wiki/Baltasar_del_Alc%C3%A1zar,Baltasar del Alcázar,1530,1606,"Baltasar del Alcázar (1530–1606), Spanish poet"
/wiki/Walter_de_la_Mare,Walter de la Mare,1873,1956,"Walter de la Mare (1873–1956), English poet, short story writer and novelist"
/wiki/Leconte_de_Lisle,Leconte de Lisle,1818,1894,"Leconte de Lisle (1818–1894), French poet of Parnassian movement"
/wiki/Christine_De_Luca,Christine De Luca,1947,unknown,"Christine De Luca (born 1947), Scottish poet, writing in English and Shetland dialect"
/wiki/Fran%C3%A7ois_de_Malherbe,François de Malherbe,1555,1628,"François de Malherbe (1555–1628), French poet, critic, and translator"
/wiki/Alfred_de_Musset,Alfred de Musset,1810,1857,"Alfred de Musset (1810–1857), French poet"
/wiki/G%C3%A9rard_de_Nerval,Gérard de Nerval,1808,1855,"Gérard de Nerval (1808–1855), French poet, essayist and translator"
/wiki/Sir_John_Denham,Sir John Denham,1614,1669,"Sir John Denham (c. 1614–1669), English poet and courtier"
/wiki/Tory_Dent,Tory Dent,1958,2005,"Tory Dent (1958–2005), American poet, critic and commentator"
/wiki/%C3%89variste_de_Parny,Évariste de Parny,1753,1814,"Évariste de Parny (1753–1814), French poet"
/wiki/Regina_Derieva,Regina Derieva,1949,unknown,"Regina Derieva (born 1949), Russian poet and writer"
/wiki/Johan_Andreas_D%C3%A8r_Mouw,Johan Andreas Dèr Mouw,1863,1919,"Johan Andreas Dèr Mouw (1863–1919), Dutch poet and philosopher"
/wiki/Toi_Derricotte,Toi Derricotte,1941,unknown,"Toi Derricotte (born 1941), African-American poet"
/wiki/Eustache_Deschamps,Eustache Deschamps,1346,1406,"Eustache Deschamps (1346–1406), medieval French poet"
"/wiki/John_Warren,_3rd_Baron_de_Tabley",Lord de Tabley,1835,1895,"Lord de Tabley (1835–1895), poet and botanist"
/wiki/Babette_Deutsch,Babette Deutsch,1895,1982,"Babette Deutsch (1895–1982), American poet, critic and novelist"
/wiki/Lope_de_Vega,Lope de Vega,1562,1635,"Félix Lope de Vega y Carpio (1562–1635), Spanish playwright and poet"
"/wiki/Edward_de_Vere,_17th_Earl_of_Oxford","Edward de Vere, 17th Earl of Oxford",unknown,unknown,"Edward de Vere, 17th Earl of Oxford, courtier and poet praised also for lost plays"
/wiki/Alfred_de_Vigny,Alfred de Vigny,1797,1863,"Alfred de Vigny (1797–1863), French poet, playwright and novelist"
/wiki/Lakshmi_Prasad_Devkota,Lakshmi Prasad Devkota,1909,1959,"Lakshmi Prasad Devkota (1909–1959), Nepali poet and essayist"
/wiki/Phillippa_Yaa_de_Villiers,Phillippa Yaa de Villiers,1966,unknown,"Phillippa Yaa de Villiers (born 1966), South African poet and performance artist"
/wiki/Imtiaz_Dharker,Imtiaz Dharker,1954,unknown,"Imtiaz Dharker (born 1954), Pakistan-born British poet, artist and filmmaker"
/wiki/Dhurjati,Dhurjati,1401,unknown,"Dhurjati (c. 15th and 16th cc.), Telugu language poet"
/wiki/Sou%C3%A9loum_Diagho,Souéloum Diagho,unknown,living,"Souéloum Diagho (living), Tuareg poet"
/wiki/Pier_Giorgio_Di_Cicco,Pier Giorgio Di Cicco,1949,2019,"Pier Giorgio Di Cicco (1949–2019), Italian-Canadian poet; second Poet Laureate of Toronto"
/wiki/Jennifer_K_Dick,Jennifer K Dick,1970,unknown,"Jennifer K Dick, (born 1970), American poet"
/wiki/James_Dickey,James Dickey,1923,1997,"James Dickey (1923–1997), American poet and novelist, 18th Poet Laureate Consultant in Poetry to the Library of Congress"
/wiki/Emily_Dickinson,Emily Dickinson,1830,1886,"Emily Dickinson (1830–1886), American poet"
/wiki/Matthew_Dickman,Matthew Dickman,1975,unknown,"Matthew Dickman (born 1975), American poet, twin of Michael Dickman"
/wiki/Michael_Dickman,Michael Dickman,1975,unknown,"Michael Dickman (born 1975), American poet, twin of Matthew Dickman"
/wiki/Blaga_Dimitrova,Blaga Dimitrova,1922,2003,"Blaga Dimitrova (1922–2003), Bulgarian poet and politician"
/wiki/Ramdhari_Singh_Dinkar,Ramdhari Singh Dinkar,1908,1974,"Ramdhari Singh Dinkar (1908–1974), Indian Hindi poet, essayist and academic"
/wiki/Diane_di_Prima,Diane di Prima,1934,unknown,"Diane di Prima (born 1934), American poet"
/wiki/Paul_Dirmeikis,Paul Dirmeikis,1954,unknown,"Paul Dirmeikis (born 1954), French poet"
/wiki/Vladislav_Petkovi%C4%87_Dis,Vladislav Petković Dis,1880,1917,"Vladislav Petković Dis (1880–1917), Serbian poet"
/wiki/Thomas_M._Disch,Thomas M. Disch,1940,2008,"Thomas M. Disch (1940–2008), American poet, novelist"
/wiki/Tim_Dlugos,Tim Dlugos,1950,1990,"Tim Dlugos (1950–1990), American poet"
/wiki/Henry_Austin_Dobson,Henry Austin Dobson,1840,1921,"Henry Austin Dobson (1840–1921), English poet and essayist"
/wiki/Stephen_Dobyns,Stephen Dobyns,1941,unknown,"Stephen Dobyns (born 1941), American author, novelist, and poet"
/wiki/Lajos_D%C3%B3czi,Lajos Dóczi,1845,1918,"Lajos Dóczi (1845–1918), Hungarian poet and journalist"
/wiki/Gojko_%C4%90ogo,Gojko Đogo,1940,unknown,"Gojko Đogo (born 1940), Serbian poet"
/wiki/Pete_Doherty,Pete Doherty,1979,unknown,"Pete Doherty, (born 1979), English musician, songwriter, and poet"
/wiki/Digby_Mackworth_Dolben,Digby Mackworth Dolben,1848,1867,"Digby Mackworth Dolben (1848–1867), English poet"
/wiki/Joe_Dolce,Joe Dolce,1947,unknown,"Joe Dolce, (born 1947), Australian songwriter, poet, and essayist"
/wiki/John_Donne,John Donne,1572,1631,"John Donne (1572–1631), English poet, satirist and Anglican cleric"
/wiki/H.D.,H.D.,1886,1961,"H.D., Hilda Doolittle (1886–1961), American Imagist poet"
/wiki/Edward_Dorn,Edward Dorn,1929,1999,"Edward Dorn (1929–1999), American poet and teacher"
/wiki/Mark_Doty,Mark Doty,1953,unknown,"Mark Doty (born 1953), American poet and memoirist"
/wiki/Sarah_Doudney,Sarah Doudney,1841,1926,"Sarah Doudney (1841–1926), English poet and children's writer"
/wiki/Charles_Montagu_Doughty,Charles Montagu Doughty,1843,1926,"Charles Montagu Doughty (1843–1926), English poet, writer, and traveller"
/wiki/Alice_May_Douglas,Alice May Douglas,1865,1943,"Alice May Douglas, (1865–1943), American poet and author"
/wiki/Gavin_Douglas,Gavin Douglas,1474,1522,"Gavin Douglas (1474–1522), Scottish bishop, makar, and translator"
/wiki/Keith_Douglas,Keith Douglas,1920,1944,"Keith Douglas (1920–1944), English war poet"
/wiki/Rita_Dove,Rita Dove,1952,unknown,"Rita Dove (born 1952), American poet and author; US Poet Laureate"
/wiki/Ernest_Dowson,Ernest Dowson,1867,1900,"Ernest Dowson (1867–1900), English poet, novelist, and short-story writer"
/wiki/Lajos_D%C3%B3czi,Lajos Dóczi,1845,1918,"Lajos Dóczi (1845–1918), Hungarian playwright, poet and politician"
/wiki/Jane_Draycott,Jane Draycott,unknown,living,"Jane Draycott (living), English poet"
/wiki/Michael_Drayton,Michael Drayton,1563,1631,"Michael Drayton (1563–1631), English poet of Elizabethan era"
/wiki/Aleksander_Stavre_Drenova,Aleksander Stavre Drenova,1872,1947,"Aleksander Stavre Drenova (1872–1947), Albanian poet"
/wiki/John_Drinkwater_(playwright),John Drinkwater,1882,1937,"John Drinkwater (1882–1937), English poet and dramatist"
/wiki/Annette_von_Droste-H%C3%BClshoff,Annette von Droste-Hülshoff,1797,1848,"Annette von Droste-Hülshoff (1797–1848), German poet"
/wiki/William_Drummond_of_Hawthornden,William Drummond,1585,1649,"William Drummond (1585–1649), Scottish poet"
/wiki/William_Henry_Drummond,William Henry Drummond,1854,1907,"William Henry Drummond (1854–1907), Irish-born Canadian poet"
/wiki/El%C5%BCbieta_Dru%C5%BCbacka,Elżbieta Drużbacka,1698,1765,"Elżbieta Drużbacka (1695 or 1698–1765), Polish poet"
/wiki/John_Dryden,John Dryden,1631,1700,"John Dryden (1631–1700), English Restoration English poet, critic and playwright"
/wiki/Guillaume_de_Salluste_Du_Bartas,Guillaume de Salluste Du Bartas,1544,1590,"Guillaume de Salluste Du Bartas (1544–1590), French Huguenot poet"
/wiki/Joachim_du_Bellay,Joachim du Bellay,1522,1560,"Joachim du Bellay (c. 1522–1560), French poet, critic and La Pléiade member"
/wiki/W._E._B._Du_Bois,W. E. B. Du Bois,1868,1963,"W. E. B. Du Bois (1868–1963), American writer and activist"
/wiki/Norman_Dubie,Norman Dubie,1945,unknown,"Norman Dubie (born 1945), American poet"
/wiki/Jovan_Du%C4%8Di%C4%87,Jovan Dučić,1871,1943,"Jovan Dučić (1871–1943), Bosnian Serb poet, writer and diplomat"
/wiki/Du_Fu,Du Fu,712,770,"Du Fu (712–770), Chinese poet of Tang Dynasty"
/wiki/Du_Mu,Du Mu,803,852,"Du Mu (803–852), Chinese poet of late Tang Dynasty"
/wiki/Carol_Ann_Duffy,Carol Ann Duffy,1955,unknown,"Carol Ann Duffy (born 1955), Scottish poet and playwright; first female and first Scottish Poet Laureate of the United Kingdom"
/wiki/Alan_Dugan,Alan Dugan,1923,2003,"Alan Dugan (1923–2003), American poet"
/wiki/Sasha_Dugdale,Sasha Dugdale,1974,unknown,"Sasha Dugdale (born 1974), English poet, playwright and translator"
/wiki/Richard_Duke,Richard Duke,1658,1711,"Richard Duke (1658–1711), English clergyman and poet"
/wiki/Paul_Laurence_Dunbar,Paul Laurence Dunbar,1872,1906,"Paul Laurence Dunbar (1872–1906), African-American poet, novelist and playwright"
/wiki/William_Dunbar,William Dunbar,1460,1520,"William Dunbar (c. 1460 – c. 1520), Scots makar"
/wiki/Robert_Duncan_(poet),Robert Duncan,1919,1988,"Robert Duncan (1919–1988), American poet"
/wiki/Camille_Dungy,Camille Dungy,1972,unknown,"Camille Dungy (born 1972), American poet, academic and essayist"
/wiki/Douglas_Dunn,Douglas Dunn,1942,unknown,"Douglas Dunn (born 1942), Scottish poet, academic and critic"
/wiki/Stephen_Dunn,Stephen Dunn,1939,unknown,"Stephen Dunn (born 1939), American poet"
/wiki/Helen_Dunmore,Helen Dunmore,1952,unknown,"Helen Dunmore (born 1952), English poet, novelist and children's writer"
"/wiki/Edward_Plunkett,_18th_Baron_Dunsany","Edward Plunkett, Baron Dunsany",1878,1957,"Edward Plunkett, Baron Dunsany (1878–1957), Irish poet"
/wiki/Lawrence_Durrell,Lawrence Durrell,1912,1990,"Lawrence Durrell (1912–1990), English novelist, poet and dramatist"
/wiki/Michael_Madhusudan_Dutt,Michael Madhusudan Dutt,1824,1873,"Michael Madhusudan Dutt (1824–1873), Bengali poet and dramatist"
/wiki/Stuart_Dybek,Stuart Dybek,1942,unknown,"Stuart Dybek (born 1942), American poet, writer"
/wiki/Sir_Edward_Dyer,Sir Edward Dyer,1543,1607,"Sir Edward Dyer (1543–1607), English courtier and poet."
/wiki/Bob_Dylan,Bob Dylan,1941,unknown,"Bob Dylan (born 1941), American singer-songwriter, writer and Nobel prizewinner"
/wiki/Joan_Adeney_Easdale,Joan Adeney Easdale,1913,1998,"Joan Adeney Easdale (1913–1998), English poet"
/wiki/Richard_Eberhart,Richard Eberhart,1904,2005,"Richard Eberhart (1904–2005), American poet"
/wiki/Russell_Edson,Russell Edson,1935,unknown,"Russell Edson (born 1935), American poet, novelist, and illustrator"
/wiki/Terry_Ehret,Terry Ehret,1955,unknown,"Terry Ehret (born 1955), American poet"
/wiki/Joseph_Freiherr_von_Eichendorff,Joseph Freiherr von Eichendorff,1788,1857,"Joseph Freiherr von Eichendorff (1788–1857), German poet and novelist"
/wiki/Krist%C3%ADn_Eir%C3%ADksd%C3%B3ttir,Kristín Eiríksdóttir,1981,unknown,"Kristín Eiríksdóttir (born 1981), Icelandic poet"
/wiki/George_Eliot,George Eliot,1819,1880,"George Eliot (Mary Ann Evans) (1819–1880), English novelist, journalist, and translator"
/wiki/T._S._Eliot,T. S. Eliot,1888,1965,"T. S. Eliot (1888–1965), American-English publisher, playwright, and critic"
/wiki/Ebenezer_Elliott,Ebenezer Elliott,1781,1849,"Ebenezer Elliott (""Corn Law rhymer"", 1781–1849), English poet"
/wiki/Royston_Ellis,Royston Ellis,1941,unknown,"Royston Ellis (born 1941), English poet"
/wiki/Paul_%C3%89luard,Paul Éluard,1895,1952,"Paul Éluard (1895–1952), French poet"
/wiki/Odysseus_Elytis,Odysseus Elytis,1911,1996,Odysseus Elytis (1911–1996) Greek poet
/wiki/Claudia_Emerson,Claudia Emerson,1957,unknown,"Claudia Emerson (born 1957), American poet; Poet Laureate of Virginia"
/wiki/Ralph_Waldo_Emerson,Ralph Waldo Emerson,1803,1882,"Ralph Waldo Emerson (1803–1882), American essayist, lecturer, and poet"
/wiki/Gevorg_Emin,Gevorg Emin,1918,1998,"Gevorg Emin (1918–1998), Armenian poet, essayist, and translator"
/wiki/Mihai_Eminescu,Mihai Eminescu,1850,1889,"Mihai Eminescu (1850–1889), Romanian poet, novelist, and journalist"
/wiki/William_Empson,William Empson,1906,1984,"William Empson (1906–1984), English literary critic and poet"
/wiki/Yunus_Emre,Yunus Emre,1240,1321,"Yunus Emre (c. 1240 – c. 1321), Turkish poet and Sufi mystic"
/wiki/Michael_Ende,Michael Ende,1929,1995,"Michael Ende (1929–1995), German author of fantasy, poetry and children's literature"
/wiki/Leszek_Engelking,Leszek Engelking,1955,unknown,"Leszek Engelking (born 1955), Polish, poet, fiction writer and translator"
/wiki/Paul_Engle,Paul Engle,1908,1991,"Paul Engle (1908–1991), American poet, novelist and playwright"
/wiki/Ennius,Ennius,239 BC,169 BC,"Ennius (c. 239 – c. 169 BC), considered father of Latin poetry in Rome"
/wiki/D_J_Enright,D J Enright,1920,2002,"D J Enright (1920–2002), English poet, novelist and critic"
/wiki/Hans_Magnus_Enzensberger,Hans Magnus Enzensberger,1929,unknown,"Hans Magnus Enzensberger (born 1929), German writer, poet and translator"
/wiki/J%C3%A1nos_Erd%C3%A9lyi,János Erdélyi,1814,1868,"János Erdélyi (1814–1868), Hungarian poet and philosopher"
/wiki/Louise_Erdrich,Louise Erdrich,1954,unknown,"Louise Erdrich (born 1954), American novelist, poet, and children's book writer, featuring Native American heritage"
/wiki/Haydar_Erg%C3%BClen,Haydar Ergülen,1956,unknown,"Haydar Ergülen (born 1956), Turkish poet"
/wiki/Max_Ernst,Max Ernst,1891,1976,"Max Ernst (1891–1976), German poet and artist"
/wiki/Yerrapragada,Errapragada Erranna,unknown,unknown,"Errapragada Erranna, 14th-century Telugu poet (also shown as Yerrapragada)"
/wiki/Wolfram_von_Eschenbach,Wolfram von Eschenbach,1170,1220,"Wolfram von Eschenbach (c. 1170 – c. 1220), German Minnesinger poet and knight"
/wiki/Clayton_Eshleman,Clayton Eshleman,1935,unknown,"Clayton Eshleman (born 1935), American poet, translator and editor"
/wiki/Mart%C3%ADn_Espada,Martín Espada,1957,unknown,"Martín Espada (born 1957), American poet and teacher"
/wiki/Florbela_Espanca,Florbela Espanca,1894,1930,"Florbela Espanca (1894–1930), Portuguese poet"
/wiki/Salvador_Espriu,Salvador Espriu,1913,1985,"Salvador Espriu (1913–1985), Catalan poet"
/wiki/Jill_Alexander_Essbaum,Jill Alexander Essbaum,1971,unknown,"Jill Alexander Essbaum (born 1971), American poet"
/wiki/Alter_Esselin,Alter Esselin,1889,1974,"Alter Esselin (1889–1974), Yiddish American poet and carpenter"
/wiki/Claude_Esteban,Claude Esteban,1935,2006,"Claude Esteban (1935–2006), French poet"
/wiki/Maggie_Estep,Maggie Estep,1963,unknown,"Maggie Estep (born 1963), American slam poet and musician"
/wiki/Jerry_Estrin,Jerry Estrin,1947,1993,"Jerry Estrin (1947–1993), American poet and editor"
/wiki/Euripides,Euripides,480 BC,406 BC,"Euripides (480–406 BC), Athenian tragedian"
/wiki/Margiad_Evans,Margiad Evans,1909,1958,"Margiad Evans (1909–1958), English poet and novelist"
/wiki/Mari_Evans,Mari Evans,1923,unknown,"Mari Evans (born 1923), African-American poet"
/wiki/William_Everson,William Everson,1912,1994,"William Everson (Brother Antoninus) (1912–1994), American poet and critic"
/wiki/Gavin_Ewart,Gavin Ewart,1916,1995,"Gavin Ewart (1916–1995), English poet"
/wiki/Frederick_William_Faber,Frederick William Faber,1814,1863,"Frederick William Faber (1814–1863), English poet, hymn writer, and theologian"
/wiki/Kinga_Fab%C3%B3,Kinga Fabó,1953,unknown,"Kinga Fabó (born 1953), Hungarian poet and essayist"
/wiki/Faiz_Ahmed_Faiz,Faiz Ahmed Faiz,1911,1984,"Faiz Ahmed Faiz (1911–1984), Indian/Pakistani poet"
/wiki/Padraic_Fallon,Padraic Fallon,1905,1974,"Padraic Fallon (1905–1974), Irish poet"
/wiki/Christian_Falster,Christian Falster,1690,1752,"Christian Falster (1690–1752), Danish poet and philologist"
/wiki/Ferenc_Faludi,Ferenc Faludi,1704,1779,"Ferenc Faludi (1704–1779), Hungarian poet"
/wiki/Gy%C3%B6rgy_Faludy,György Faludy,1910,2006,"György Faludy (1910–2006), Hungarian poet and translator"
/wiki/U._A._Fanthorpe,U. A. Fanthorpe,1929,2009,"U. A. Fanthorpe, CBE (1929–2009), English poet"
/wiki/Eleanor_Farjeon,Eleanor Farjeon,1881,1965,"Eleanor Farjeon (1881–1965), English children's writer, playwright and poet"
/wiki/John_Farrell_(poet),J. P. Farrell,1968,unknown,"J. P. Farrell (born 1968), American poet and musician"
/wiki/Elaine_Feinstein,Elaine Feinstein,1930,unknown,"Elaine Feinstein (born 1930), English poet, novelist, and playwright"
/wiki/K%C3%A1roly_Fellinger,Károly Fellinger,1963,unknown,Károly Fellinger (born 1963) Hungarian poet in Slovakia
/wiki/Fenggan,Fenggan,801,unknown,"Fenggan (fl. 9th c.), Chinese Zen monk poet under the Tang Dynasty"
/wiki/Elijah_Fenton,Elijah Fenton,1683,1730,"Elijah Fenton (1683–1730), English poet, biographer and translator"
/wiki/James_Fenton_(Ulster_Scots_poet),James Fenton,1931,unknown,"James Fenton (born 1931), Northern Irish linguist and poet writing in Ulster Scots"
/wiki/James_Fenton,James Martin Fenton,1949,unknown,"James Martin Fenton (born 1949), English poet, journalist, and literary critic"
/wiki/Ferdowsi,Ferdowsi,935,1020,"Ferdowsi (935–1020), Persian poet"
/wiki/Ter%C3%A9z_Ferenczy,Teréz Ferenczy,1823,1853,"Teréz Ferenczy (1823–1853), Hungarian poet"
/wiki/Robert_Fergusson,Robert Fergusson,1750,1774,"Robert Fergusson (1750–1774), Scots poet who influenced Robert Burns"
/wiki/Lawrence_Ferlinghetti,Lawrence Ferlinghetti,1919,unknown,"Lawrence Ferlinghetti (born 1919), American poet, painter, and activist"
/wiki/Leandro_Fern%C3%A1ndez_de_Morat%C3%ADn,Leandro Fernández de Moratín,1760,1828,"Leandro Fernández de Moratín (1760–1828), Spanish dramatist, translator, and poet"
/wiki/Jerzy_Ficowski,Jerzy Ficowski,1924,2006,"Jerzy Ficowski (1924–2006), Polish poet, writer and translator"
/wiki/Henry_Fielding,Henry Fielding,1707,1754,"Henry Fielding (1707–1754), English novelist, dramatist, and poet"
/wiki/Juan_de_Dios_Filiberto,Juan de Dios Filiberto,1885,1964,"Juan de Dios Filiberto (1885–1964), Argentine poet and musician"
"/wiki/Anne_Finch,_Countess_of_Winchilsea","Anne Finch, Countess of Winchilsea",1661,1720,"Anne Finch, Countess of Winchilsea (1661–1720), English nature poet"
/wiki/Annie_Finch,Annie Finch,1956,unknown,"Annie Finch (born 1956), American poet, librettist, and translator"
/wiki/Ian_Hamilton_Finlay,Ian Hamilton Finlay,1925,2006,"Ian Hamilton Finlay (1925–2006), Scottish poet, writer, and gardener"
/wiki/Roy_Fisher,Roy Fisher,1930,unknown,"Roy Fisher (born 1930), English poet and jazz pianist"
/wiki/Edward_FitzGerald_(poet),Edward Fitzgerald,1809,1883,"Edward Fitzgerald (1809–1883), English poet and translator of Rubaiyat of Omar Khayyam"
/wiki/Robert_Fitzgerald,Robert Fitzgerald,1910,1985,"Robert Fitzgerald (1910–1985), American poet, critic, and translator"
/wiki/Marjorie_Fleming,Marjorie Fleming,1803,1811,"Marjorie Fleming (1803–1811), Scottish child poet and diarist"
/wiki/Giles_Fletcher_the_Elder,Giles Fletcher the Elder,1548,1611,"Giles Fletcher the Elder (c. 1548–1611), English poet, diplomat and MP"
/wiki/Giles_Fletcher,Giles Fletcher the Younger,1586,1623,"Giles Fletcher the Younger (c. 1586–1623), English poet"
/wiki/John_Fletcher_(playwright),John Fletcher,1579,1625,"John Fletcher (1579–1625), Jacobean era English playwright and poet"
